indonesia,betawi
"Coba, sekarang ditambah lagi ya belajar ikhlasnya. Iya emang sulit, tapi kalau belajar lama kelamaan pasti bisa. Belajar kayak waktu kamu kecil dulu. Cuma bedanya sekarang udah tau umur. -papski","Coba, karang ditambe lagi ye belajar ikhlasnye. Iye emang suse, tapi kalo belajar entar-entaran pasti bise. Belajar kaye waktu lu kecil dulu. Cuman bedanye karang udeh tau umur. -babeh"
Muter muter di rumah nini Ternyata orangnya lagi buat kari Asyik ketemu @8rianna_ jam segini Putri cantik yang sejak dulu ku cari,Muter muter di rume uwa Ternyate orangnya lagi bikin kari Asyik ketemu @8rianna_ jem segini Putri cakep nyang sejak dulu aye cari
"Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih.","Nyang bêrat onoh bukan rindu, Dilan. Tapi ngêrjain skripsi dêngan bêrbagè pêngalaman psikologi nyang kurang baèk. Katanyah ada nyang bilang tèma dan judul nyang guah ambil, amat urup dêngan pêngalaman pribadi guah. Bisa dikata iyak juga bisa ora sih."
"Pas libur pertama: pengen sekolah, kangen temen. Pas h-1 masuk sekolah: pengen libur seminggu lagi aja plis. Realita pelajar masa kini..","Pas pere pertame: pengen sekola, kangen temen. Pas h-1 masuk sekola: pengen pere seminggu lagi aje tulung. Kebeneran pelajar mase karang.."
kamar tidak sesuai yg di gambar... ternyata di ruang bawah tanah.. sinyal tidak ada.. parkir kehujan,kamar kagak cocok yang di gambar... ternyate di ruang baweh taneh.. sinyal kagak ada.. parkir keujanan
Pintu toilet rusak dan pelayanan karyawan kurang ramah,Pintu sumur rusak ama pelayanan pegawe kurang ajer
TNI Antisipasi Gangguan Keamanan http://bit.ly/1Li5rzc  #Golkar #ARB,TNI Antisipasi Gangguan Kêamanan http://bit.ly/1Li5rzc  #Golkar #ARB
"suatu saat nanti, kalo aku noleh ke belakang dan inget masa sekarang aku bakal senyum dan bilang di dalem hati 'aku ga kehilangan apapun, tapi dia yg kehilangan orang yang paling sayang sama dia'.","suatu saat nanti, kalo aye nengok ke blakang dan inget pas skarang aye bakal kesemsem dan bilang di dalem ati 'aye kagak keilangan ape juge, tapi die nyang keilangan orang nyang paling sayang ama die'."
"kamar dan ruang tamu cukup luas, lokasi sangat strategis hanya kebersihan yg hrs di tingkatkan lagi. ","pangkèng dan ruang tamu cukup lêga, lokasi amat stratègis tibang kêrêsikan nyang kudu ditingkatin lagi. "
"Tak jarang, ayahnya sering meminjam uang ke tetangga dan saudara untuk membiayai tunggakan uang sekolah anak-anaknya. #BeastudiEtos","Ora jarang, babanyah sêring minjêm duit kê têtangga dan sodara buat ngêbiayain tunggakan duit sêkola bocah-bocahnyah. #BéastudiÈtos"
"Wifi error, kamar mandi kotor, shower air hangat tidak menyala","WiFi ngadat, sumur cêbrik, pancoran aèr angêt ora nyala"
"Halo sayang, siang yaaa.. Semangat kerjanya, jangan lupa makan makanan yang udah aku bawain, kalo cape istirahat aja dulu sebentar baru lanjut kerja lagi. Me love you so much!","Woy sayang, tengah ari yeee.. Smangat gawenye, jangan lupe gegares lauk nyang udeh aye bekelin, kalo cape ngaso aje dulu bentar baru lanjut gawe lagi. Kite cinte eluh sekebon!"
Aku tidak mampu... Mencegah hatiku untuk tidak terus merindukanmu.. Meski aku sadar bahwa rasa rindu ini hanya akan membuatku bertambah sakit.,Aye kaga kuat... Nyegat ati aye buat kaga terus ngangenin lu.. Meski aye sadar kalo rase kangen eni cuman bakal bikin aye bertambah sakit.
Jatuh cinta tidak mengenal tipe Kau takkan peduli fisik dan isi kepalanya Yang kau tahu hanyalah: Jantungmu berdebar kencang bila berada di dekatnya,Jatoh cinte kagak kenal tipe Elu kagak bakal engeh pisik ame isi kepalenye Yang elu tau tibang: Jantung elu bedebar kenceng kalo berade di deketnye
pelayan nya kurang memuaskan hanya di tnya air panas saja muka nya merengut dan secara terpaksa untuk membantu,pelayan nye kurang muasin tibang di tanye aer panas aje muke nye manyun ama kepakse buat ngebantu
"Parah si kalian, mikir kalau cewe sama cowo sahabatan selalu terjebak dalam percintaan. So... Please. Gue menghargai kalian yg bertanya karena kalian peduli sama kita. Tapi jangan berpikiran sesuka kalian tanpa alasan dan fakta yg engga engga dong.","Parah si lu, mikir kalo wadon ama laki sahabatan selalu kejebak dalem percintaan. Jadi... Tulung. Gue ngehargain lu-lu pade nyang bertanye karne lu-lu pade peduli same kite. Tapi entong punye pikiran seenak jidat lu tanpe alesan ama kebeneran nyang engga engga dong."
Oke. Sayang sinyal wifi di kamar atas jelek,Okeh. Sayang sinyal wifi di kamar atas rungseb
"Iya aku baru ingat dia dulu pernah lelah menunggu aku yang menganggapnya hanya teman, dan saat ini aku yang lelah menunggumu untuk kembali memelukku lagi.","Iye aye baru inget die dulu perne cape nunggu ae nyang nganggepnye tibang temen, dan pas eni aye nyang cape nunggu lu buat balik ngedekep aye lagi."
"kecewa penjaganya Krn kita dtgnya udh malem dan msh ada kerjaan balik lagi ke hotel udh jam 11 malem,Krn kesiangan bangun jam 11. siang baru cari makan pas jam 12 lg mandi udh di gedor2 Ama penjaganya dengan muka asem dan ngk ramah pas kita bilg msh siap2 dulu dengan galaknya dia bilg 'jangan lama2 dan tuh org nungguin di depan kamar","kecewa penjagenye Karne kite datengnye udeh malem dan masih ade gawean balik lagi ke hotel udeh jem 11 malem,Karne kesiangan melek mate jem 11. siang baru nyari gegaresan pas jem 12 lagi mandi udrh di gedor-gedor Ama penjagenye make muke asem dan kaga ajer pas kite bilang masi siap-siap dulu dengan galaknye die bilang entong lemot-lemot dan ntuh orang nungguin di depan pangkeng"
"Di Perancis, bersepeda ke kantor akan dapat bayaran per kilometernya (25 sen euro atau sekitar Rp 4000).","Di Perancis, naek peda ke kantor bakal dapet bayaran per kilometernye (25 sen euro atau bangsa Rp 4000)."
"kamarnya bagus, pertama kali pakai airy ternyata dapet toolkit dan snack juga, cuma wifi hotelnya tdk bisa connect..overall bagus, apalagi diskon 80%","pangkèngnyah cakêp, pertama kali pakè airy ternyata dapêt pêrabotan dan gayêman juga, tibang WiFi hotèlnyah ora bisa kêhubung..sêcara kêsêluruhan cakêp, apahlagih diskon 80%"
"[USERNAME] Alhamdulillah yallah, makanya jangan kasih kode. Kalau mah ngode spesifik. Langsung tag. Kamu, aku, kamu aku. Aku kan terpancing..","[USERNAME] Alhamdulillah ya Allah, mangkènyè jangan kasih kodê. Kalo mao ngodê spèsipik. Langsung tandèin. Êlu, ayè, êlu ayè. Ayè pan kêpancing.."
"Alhamdulillah Kembali ke kota pahlawan dlm rangka mendampingi teman2 peserta diklat , Smg mndapatkan inspirasi yg trbaik sbg bekal fase kediklatan berikutnya....","Alhamdulillah kêmbali kê kotè pahlawan dalêm rangkè ngêdampingin têmên-têmên pêsertè diklat , Sêmogè ngêdapêtin inspirasi nyang têrbaèk sêbagè bêkêl fasê kêdiklatan bêrikutnyè...."
"Untuk ukuran ekonomis ini udah sangat baik, perlengkapan mandinya lengkap, snacknya ada, saluran tv dan wifi juga ok.. hanya klo blh kasih saran dan komentar, seprainya krg bersih & mgkn bs ditambahin jemuran handuk.. mksh sblmnya..","Buat ukuran ékonomis ênih udah amat baèk, pêrlêngkêpan mandinyah lêngkêp, gayêmannyah ada, saluran tipi ama WiFi gè okè.. tibang kalu bolèh kasih saran ama komèntar, sêprèhnyah kurang rêsik & mungkin bisa ditambahin jèmbrèngan anduk.. têrima kasih sêbêlonnyah.."
pelayanan manajemen hotelnya sangat sangat buruk dan jelek,pelayan menejemen hotelnye bener-bener rungseb dan jelek
"Si Sari..si Syahrini..si tante..si cetar..si centil..si reunceum..si riweuh..si nyebelin.. But, i love? http://instagram.com/p/zWguf3LVOx/ ","Si Sari..si Syahrini..si tante..si cetar..si centil..si heboh..si ribet..si nyebelin.. Tapi, aye demen? http://instagram.com/p/zWguf3LVOx/ "
"Kamar bagus,rapi,bersih dan wangi tapi sayang kamar yang saya tempati ac nya tdk dingin dan air panas nya juga makannya tidak enak dan porsi nya sudah di takar","Pangkèng cakêp,apik,rêsik dan wangi tapi sayang pangkèng nyang ayè têmpatin AC-nyè kagak adêm dan aèr panasnyè jugè mangkènyè kagak ènak dan porsinyè udèh ditakêr"
fasilitas wi-fi kurang baik,pasilitas wipi kureng baek
Pohon Tumbang Rusak Pagar Kantor Bupati http://dlvr.it/8g2MrB,Pu'un Tumbang Rusak Pagêr Kantor Bupati http://dlvr.it/8g2MrB
"Perkenalkan, murid baru saya. nathan namanya, anaknya baik, pendiam, sopan, cerdas. Murid idaman setiap guru. Senang bisa mengajar nathan.. Kita pasti bisa","Kenalin, siswe baru ane, nathan namanye, anaknye baek, diem banget, sopan, kagak bebel. Siswe idaman tiap guru. Sumringah bise ngajar nathan.. kite musti bise"
pusing qlo gini pilih yang mana qlo gini (at pt airmas asri),pusing kalo gini pilih nyang mane kalo gini (di pt airmas asri)
"Lambat laun kok makin ga jelas dan semakin kurang ajar. Gw sabar. Jujur ya, gw ga pernah dan ga mau scr frontal maki org. Gw blg baik2, nasehatin. Scr adek2.","Lame-lame ko makin ga danta dan makin kurang ajar. Gue sabar. Jujur ye, gue kaga pernah dan ga mao secare belebihan maki orang. Gue bilang bae-bae, naseatin. Secare ade-ade."
Ngapain susah2 minjemin pesawat buat kampanye PDIP dan Jokowi kalok pas ada masalah gini ga dilindungi dan dibantuin negara :p,Ngapein suseh-suseh minjemin pesawat buat demo PDIP dan Jokowi kalo pas ade masalah gini kagak dilindungi dan dibantuin negare :p
"Jadwal Padat Hingga Tak Sempat Istirahat, Syahrini: Aku Jadi Wanita Udara: Sosok Syahrini bisa dibilang menjad... http://bit.ly/1vQMAEc ","Jadwal Padet Ampe Kaga Sempet Ngaso, Syahrini: Aye Jadi Wadon Udare: Ujud Syahrini bise dikate jadi... http://bit.ly/1vQMAEc "
Udah dinasehatin suruh buka hati ke cowo. Pelan pelan aja kata mereka. Jangan cuek bgt. Belom nemu yg cocok gimana dong? Lagian aku lg seneng gini. Liat yg pacaran emg pengen. Tapi pas liat mereka berantem jd males.,Udah dinasèhatin suruh buka ati ke lanang. Pêlan pêlan bè kata mêrèka. Ontong cuèk êmên. Bêlon nêmu nyang cocok gimana dong? Lagian guah lagi sênêng ginih. Liat nyang pacaran èmang pèngèn. Tapi pas liat mêrèka bêrantêm jadi awang.
Dapatkan diskon Rp 20ribu untuk makan di KFC! http://ow.ly/JFcR4,Dapetin potongan Rp 20rebu buat gegares di KFC! http://ow.ly/JFcR4
Suami-Istri Kader PDIP Ngotot Maju Pilkada - http://JPNN.com  http://goo.gl/fb/SJv5lE  #KotawaringinTimur,Laki-Bini Kader PDIP Ngeyel Maju Pilkade http://JPNN.com  http://goo.gl/fb/Yo1Hs7  #KotewaringinTimur
Ngapain ngeliatin hp mulu? nungguin kabar dia? Percuma! dia udah ngasih kabar ke oranglain.,Ngapain ngelietin hape mulu? nungguin kabar die? Percuma! die udeh ngasih kabar ke orang laen.
#OldMoneyGakNgerasain pasang rautan pensil yg ada cerminnya di sepatu buat ngintipin 'celana dalam' temen sekolah cewek,#OrangKayaLamaOraNgêrasain pasang rautan pènsil nyang ada kacanyah di sêpatu buat ngintipin 'cangcut' têmên sêkola wadon
"Kesetiaan gue adalah saat lo pergi, dan gue masih tetep nunggu lo balik lagi. :')","Kedemenan gua iyelah pas elu minggat, dan gua masih tetep ngejogrok elu balek sinih. :') "
"Jembatan depan super indo dago merupakan jembatan dengan anak tangga tersempit dan terterjal, serta pagar terpendek yang pernah gue naikin. Kalo nyokap2 pake gamis takut ketinggian, in sya Allah turun2 kaki lemas dan gemetar... [URL]","Jembatan depan super indo dago ntu jembatan dengan anak tangge tersempit ama terterjal, serte pager terpendek nyang perne gue naekin. Kalo nyokap-nyokap pake gamis ngeri ketinggian, insya Allah turun-turun kaki lemes ama gemeteran... [URL]"
Kubu Partai Golkar Agung Laksono melalui Ketua DPP Partai Golkar Leo Nababan mengaku kaget atas rencana itu. http://bit.ly/18cZVSu,Klompok Partei Golkar Agung Laksono liwat Ketue DPP Partei Golkar Leo Nababan ngaku kaget ama rencaan ituh. http://bit.ly/18cZVSu
keren tapi kamarnya bau...,antep tapi pangkengnya apek...
Tolong sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta??? ? Pesan Cinta by Afgan (w/ Shofa) ? https://path.com/p/1f5hVz,Tolong sampein pesen ini padanye supaye dia tau kalo sekarang aye jatoh cinte??? ? Pesen Cinte karye Afgan (bareng Shofa) ? https://path.com/p/1f5hVz
Mungkin si [USERNAME] nalarnya ngga sehat karena fans persija? Ngga semua penyanyi dangdut itu seronok goyangannya. Via Vallen sopan kok bung! [URL],Mungkin si [USERNAME] nalarnye kagak sehat soalnye idola persija? Kagak semue penyanyi dangdut ntu begajulan goyangannye. Via Vallen sopan kok bung! [URL]
"Jalan-jalan cari suasana baru dan pengetahuan baru, menikmati alam.","Jalan-jalan nyari suasana baru dan pêngêtauan baru, nikmatin alam."
Ujung ujungnya gak jadi jogging karna hujan ? ? Knock Me Out by Afgan (with Tania Desriza) ? https://path.com/p/G8TaK,Ujung-ujungnye kagak jadi olahrage karna ujan ? ? Knock Me Out oleh Afgan (ama Tania Desriza) ? https://path.com/p/G8TaK
Eits! Udh jamnya pulang kantor nih. Yg lg kena macet jgn sampe ketiduran ya! Mending bawa @ ID_KopiLuwak selalu http://gpon.co/klik,Et! Udah wayahnyah pulang kantor nih. Nyang lagi kêna macêt ontong ampè kêpulêsan yak! Mênding bawa @ ID_KopiLuwak sêlalu http://gpon.co/klik
"Pelayanan ok, qt tiba di hotel jam 12 tengah malam masih ditunggu. Cuma debit air shower yg kurang dan kamar mandi perlu perbaikan dikit. So far rekom deh","Pelayanan oke, kite nyampe di hotel jem 12 tengah malem masih ditunggu. Cuman debit aer pancoran nyang kurang ama sumur kudu didandanin dikit. Sejauh eni disaranin deh"
"positif: Lokasi strategis.. dari semua airy hotel yang pernah saya kunjungi.. cuma disini kamar tidur dibersihkan setiap hari.. handuk di ganti setiap hari.. camilan, air minum dan perlengkapan mandi dikasih setiap hari, jadi selama 3 hari disana saya dapat cemilan, air minum, perlengkapan mandi 3 set.. petugas ramah.. lokasi strategis.. di sekitar hotel juga banyak yang jual makanan.. overall oke banget buat harga segitu.. kebersihan memang benar2 dijaga.. recommended banget deh..  negatif: krn ga ada lift, jadi harus naik tangga.. waktu pertama kali datang, saya angkut tas ransel dan koper sendiri ke lantai 3.. padahal petugasnya melihat saya terengah2 berhenti di setiap tangga per lantai krn keberatan angkut barang tapi tetap ga dibantuin.. air panas nya ga hidup.. di area meja ga ada lampu.. jadi mau kerja juga ga bisa karena agak gelap.."," positif: Lokasi strategis.. semua airy hotel yang pernah aye datengin.. tibang di sini kamar merem diresikin saban hari.. anduk diganti saban hari.. cemilan, aer minum dan kelengkepan mandi dikasih saban hari, jadi selama 3 hari di sono aye dapet cemilan, aer minum, kelengkepan mandi 3 set.. petugas ramah.. lokasi strategis.. di sekitaran hotel juga banyak yang jual mindoan.. pokoknya semuanye oke bener bakal harga segitu.. keresikan emang bener-bener dijaga.. semergah bener dah.. negatif: karena kagak ada lift, jadi kudu naek tangga.. waktu pertama kali dateng, aye angkut tas ransel dan koper soalnya keberatan angkut barang tapi tetep kagak dibantuin.. aer panasnya kagak idup.. di sekitar meja kagak ada lampu.. jadi mao gawe juga bisa soalnya rada gelap.."
"with THE Girlfriend~ Maaf bang, dipinjem dulu si eneng. I need my long overdue dose of ""lexyness"" #dinnerdate ","bareng Pacar aye~ Maap bang, dipinjem dulu si eneng. Aye udah lama ketunda butuh dosis kelenturan #janjianmakanmalem "
Duh @RaffiAhmadLagi kenapa ya buru-buru gini? @Lady6igi http://bit.ly/M-transtv,Duh @RaffiAhmadLagi kenape ye terbirit-birit ginih? @Lady6gigi http://bit.ly/M-transtv
RT @VIVA_log: Solusi Ketika Nilai Sekolah Anak Jeblok http://dlvr.it/8kQvGs,RT @VIVA_log: Jalan Keruar Pas Nilei kolah Anak Ancur http://dlvr.it/8kQvGs
"Staf kurang ramah , sarung bantal kotor, pintu kamar mandi rusak ","Stap kurang ajer , sarung bantal ngeres, pintu sumur rombak "
Malam mingguan di kantor doong.. #antimainstream (with Dita and Agung at Office 8) ? https://path.com/p/2c6Nfp,Malem mingguan di kantor dong.. #radebeda (bareng Dita ame Agung di Kantor 8) ? https://path.com/p/2c6Nfp
wifi lemot,wifi lelet
"Love of my life, My first son, My spirit, My reason to face the world.. Bsk anak mama mulei sekolah lg di tempat yg baru, pengalamam baru, petualangan baru, teman2 baru, miss yg baru","Cinte dalem idup aye, cinte anak lanang pertame aye, semangatnye aye, ngelesan aye ngadepin dunia.. Besok anak enyek mulain sekoleh lagi di tempat yang baru, pengalaman baru, petualangan baru, temen-temen baru, guru yang baru"
Baru dengerin dengan seksama lagu nge hits di Tik tok. 'Aisyah jatuh cinta pada Jamila'? (Bener gitu?) Ets jan lupa *dua jari dua jari = empat jari,Baru dengerin ame ampe bise lagu terkenal di Tik tok. 'Aisyah jatoh cinte pade Jamila'? (Bener gono?) ets jangan lupe *dua jari dua jari* = empat jari
"pelayanan baik, kondisi kamar baik, cuma tolong diperhatikan kamar mandi agak bau dikit tapi overall puass kalau kebandung lagi insyaalloh akan kesini lagi harga murah kualitas mewah thanks airy rooms ","pêlayanan baèk, kondisi pangkèng baèk, tibang tulung diopènin sumur radè apêk dikit tapi sêcarè kêsêluruhan puas kalo kê Bandung lagi Insyaallah bakal kê mari lagi hargè murèh kualitas mèwah têrimè kasih Airy Rooms "
Sayang sekali tidak ada sarapan apa2,Sayang êmên ora ada nyarap apah-apah
"Gue sadar diri kok.. Gue emang bukan siapa-siapa lo! Tapi gue bakal """"slalu"""" ada buat lo di saat dia pergi ninggalin lo. :)","Gue sadar diri kok.. Gue emang bukan siape-siape lo! Tapi gue bakal """"slalu"""" ade buat lo pas die merad ninggalin lo. :)"
"Belum di sheeting kamarnya , biasanya setiap kali saya chek in menggunakan airy rooms . Kamar sudah di sheeting terlebih dahulu (atribut airy) seperti bantal , makanan , alat mandi . Itu belum disediakan oleh pihak hotel .","Bêlon disêprèhin pangkèngnyah , sari-sarinyah saban kali guah lapor masup ngêgunain airy rooms . Pangkèng udah disêprèhin têrlêbih dulu (atribut airy) kèk bantal , gêgarêsan , pêrabot mandi . Onoh bêlon disêdiain ama pihak hotèl ."
"kebersihannya kurang.. jaringan wifi jg tidak tersedia.. rminta d bantu masalah shower yg tidak berfungsi tpii 1x24H tidak di tangani.. hot water jg tdk mengalir.. ada bathup tpii sayangnya berkerak dn mampet.. jadii mandinya menggunakan ember .. tapi kalo utk bagpacker yg hanya sekedar tidur, okelah.. daripada tidur di terminal","kêrêsikannyah kurang.. jaringan WiFi gè ora têrsêdia.. minta dibantu masalah pancoran nyang ora bêpungsi tapi 1x24 jêm ora ditanganin.. aèr panas gè ora ngalir.. ada bak bêrêndêm tapi sayangnyah bêkêrak dan mampêt.. jadi mandinyah ngêgunain èmbèr .. tapi kalu buat wisata bêransêl nyang tibang sêkadar molor, okèlah.. daripada molor di têrminal"
"Kebetulan kantor sedang libur Imlek, saat yang tepat untuk ngelakuin hal kecil sebagai bentuk? (w/ Vivien) [pic] ? https://path.com/p/4jm49v ","Kebeneran kantor lagi libur lebaran cine, waktu nyang pas buat ngelakuin hal kecil sebagai bentuk? (w/ Vivien) [pic] ? https://path.com/p/4jm49v "
"semoga kedepannya ga kejadian lagi Barista [USERNAME] Gancit ngeselin. Masa pesen espresso yg harusnya pahit jd manis. Kopi yg kamu jual bukan barang murah loh, jd wajar klo yg dicari kesempurnaan rasa. baru kali ini ada barista kayak gitu.","semoge kedepannye kaga kejadian lagi tukang kopi [USERNAME] Gancit ngeselin. Masa mesen espresso nyang kudunye pait jadi manis. Kopi nyang lu jual bukan barang mure loh, jadi wajar kalo nyang dicari kesempurnean rase. baru kali eni ade tukang kopi kaye gitu."
"Ada waktunya, sayang berubah jadi butuh. Perhatian berubah jadi pengertian. Percaya berubah jadi yakin. Itu semua akan terjadi kalau kamu dan dia saling melengkapi. Tidak mencari kurang. Tidak mencari salah. Tidak mencari yg lebih.","Ade saatnye, sayang berubah jadi butuh. Peratian berubah jadi pengertian. Percaye berubah jadi yakin. Ituh semue bakal terjadi kalo eluh dan die saling ngelengkapin. Kgak nyari kureng. Kagak nyari salah. Kagak nyari nyang lebih."
Sesungguhnya org yg gugur di jalan-KU tidak lah mati... mereka hidup (bahkan selalu hidup) dan mendapatkan rejeki.... Kau selalu hidup dlm peradaban &amp,Sesungguhnye orang yang jujur di jalan-KU kagak lah mati... die orang idup (maleh idup mulu) ame dapein rejeki.... Elu idup mulu dalem peradaban &amp
"kami pindah kamar sampai 2x gara2 ac di kamar yg pertama mati, yg kedua g dingin dan disuruh tunggu ","Kite pindeh pangkeng sampe due kali gegara ac di pangkeng yang awal mati, yang kedue kagak adem dan disuruh diem bae"
pelayanannya mohon di perhalus fasilitasnya bagus..,pelayanannye mohon di peralus pasilitasnye cakep..
"kata [USERNAME], ku jangan banyak kasieun.. ku jangan cemen,,kudu setrong... apakah ku harus mendeklarasikan hastag #SizzyHarusKuat lagiiihhh???","kata [USERNAME], aye jangan banyak kesian.. aye jangan pengecut,,kudu kuat... ape aye kudu mendeklarasikan pager #SizzyKuduKuat lagi???"
Terimakasih Cinta Untuk Segalanya... Kau Berikan Lagi Kesempatan itu ~Afgan,Makasih Cinte Bakal Segalanye... Elu Kasihin Lagi Kesempetan ntu ~Afgan
Sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain. saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri. sandaran saya hanya Allah dan orang tua. tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru.,Sekarang aye kagak bise lagi gantungin sesuatu ame orang laen. aye berusahe mengenal ame nyukupin ape yang aye butuhin dewekan. senderan aye tibang Allah ame orang tue. tapi aye selalu yakin entar ada orang yang mampu ngisi tempat yang lebih baru.
mantap tidak-bisa tolak itu sih maruk,mantep kagak-bise notal ntu sih maruk
"Kabur kok bangga, itu pengecut. Katanya imam besar kok mesum??? Kok kabur??? Trus masih banyak org goblog termasuk lu yg belain krn takut ga msk surga, ajaib!!! [URL]","Kabur ko bangge, ntu cemen. Katenye imam besar ko mesum??? Ko kabur??? Trus masi banyak orang goblog termasuk lu nyang belain karna takut kaga masuk surge, ajaib!!! [URL]"
"jadi waktu sma tuh aku pengen banget yang namanya perawatan ke klinik kecantikan macem erha,natasha gitu gitu deh tapi sama mama bener2 dilarang banget dan suka dimarahin gt kalo aku ngrengek minta perawatan:(","jadi wayah SMA ntu ayè pèngèn bangêt nyang namènyè pêrawatan kê klinik kêcantikan macêm erha,natasha gono gono dah tapi amè ênyak bênêr-bênêr dilarang bangêt dan suka diomèlin gono kalo ayè ngêrèngèk mintè pêrawatan:("
banyak jajanan d luar hotel.. kamar mandi nya bau kurang bersih dan licin gak ada keset pula,banyak jajanan di luar hotel.. jambannye bau kurang resik ame kinclong kagak ada topo juge
GOLLLL!!! Makan Konate Persib 2 Vs 0 New Radiant #PersibDay,GOLLLL!!! Makan Konate Persib 2 Vs 0 New Radiant #ArinyePersib
"Sebenernya menyenangkan pemandangan indah, tetaoi kurang terawat dan sewaktu saya datang lantai menuju kamar masih sangat kotor. Jika dibenahi dan lebih terawat padahal akan sangat menyenangkan . Kebersihan kurang. Kamar mandi kamar pun kran westafer tidak menyala. Harap diperbaiki lagi fasilitasnya , terimakasih ","Sebenernye seneng pemandangan indeh, tapi kureng krawat dan pas aye dateng lantei buat ke pangkeng masih cebrik banget. Jike diberesin dan lebih krawat pasti bakal nyenengin. Keresikan kureng. Sumur juge kran nyuci tangan kagak idup. Tolong dibenerin lagi pasilitasnye , terime kasih"
"Pelayanan ramah, kamar nya dingin, cuma air mandinya kurang panas,","Pêlayanan gêpyak, pangkèngnyah adêm, tibang aèr mandinyah kurang panas,"
Fyi. Dan bapak yang tadi ku temuin di stasiun itu dalam kondisi semua badannya dingin. Mukanya pucat. Kayanya belum makan. Dia bawa kantong plastik yang isinya cuma air minum ukurankecil :(,Inpormasi aje. Dan babeh nyang tadi aye ajak ngomong di stasiun itu dalem keadaan semue tubuhnye dingin. Wajahnye pucet. Keknye belon gegares. Die bawa tentengan plastik nyang isinye cume aer minum ukuran seuprit :(
Bukan sabar lagi tapi sabar bgt!  Kayak tai taian????? ???????? ? Sabar by Afgan (with ambar) ? https://path.com/p/2O2bg8,Bukan elus dada lagi tapi sabar banget! Kek tai taian????? ???????? ? sabar oleh Afgan (ame ambar) ? https://path.com/p/2O2bg8
Dimanapun kalian berada. Selalu selipkan do'a untuk para punggawa Super Elja. Happy #PSSday ! [USERNAME] ALE !!,Dimane ge lu berade. Selalu selipin do'a buat para orang-orang Super Elja. Selamet #ariPSS ! [USERNAME] NYOK !!
"Ini ya [USERNAME] [USERNAME] kalian lucu ya masak pas sy orderada lho stoknya kok bisa2nya skrg bilang ga ada stok..Loreal pun responnya lambat bgt.. sy tanya dr tgl 31 dan bru drespon hari ini itupu krn sy tanya lagi,, gmn sih kalian ga profesional bgt!!!","Ênih yak [USERNAME] [USERNAME] luh pada kocak yak ilok pas guah mêsên ada loh stoknyah kok bisa-bisanyah karang bilang ora ada stok..Loréal gè tanggêpannyah dolog êmên.. guah tanya dari tanggal 31 dan baru ditanggêpin ari ênih onoh gè karna guah tanya lagih,, gimana sih luh pada ora propèsional êmên!!!"
"sangat menyenangkan dan memuaskan... Namun saat check in jam 14.00, masih harus menunggu selama 20 menit, mohon diperbaiki..","nyenengin amet dan muasin... Cuman pas masuk jem 14.00, masi kudu nunggu selame 20 menit, tulung dibenerin.. "
"Sambutlah cintaku duhai sayang, Cinta kita untuk selamanya, Biarku sentuh hatimu ini sendiri, Selamat malam wanita terakhir, Tak mungkinku kan temu seindah ini, sampai bila ku harus menanti untuk kau menjadi milik ku","Sambutlah cinte aye duhei sayang, Cinte kite buat selamenye, Biar aye sentuh ati eluh ini dewekan, Selamet malem cewe terakir, kagak mungkin aye kan temu seindeh inih, sampe bile aye kudu nungguin buat elu menjadi punye aye"
Snack tidak ada dikotak kosong. Air untuk mandi itu air apa? Asin.,Cemilan kagak ade dibrangkas kosong. Aer buat mandi ituh aer ape? Asin.
[USERNAME] Yaudah lu ignore mba via vallen aja karena yang aneh itu elu. Bikin perempuan lain gak berani speak up ama apa yang mereka rasain. Sama2 mens tiap bulan tapi nggak punya empati sm sekali.,[USERNAME] Yaudeh elu setujuin mpo via vallen aje soalnye yang aneh ntu elu. Bikin wadon laen kagak jeger ngomong ape yang die orang sarain. Same-Same mens tiap bulan tapi kagak punye empati pisan.
"Kamar tidak di sediakan tidak di berikan pelayanan ganti tempat, pelanggan cari sendiri","Pangkèng kagak disêdièin kagak dikasihin pêlayanan ganti têmpat, pêlanggan cari dèwèk"
Penampakan Ribuan Orang 'Keroyok' Kantor Menteri Susi http://tinyurl.com/qayw22d,Penampakan Rebuan Orang 'Keroyok' Kantor Mentri Susi http://tinyurl.com/qayw22d
"[USERNAME] WhatsApp aku kan sudah terang-terangan kamu blokir, setelah aku mempergoki kamu secara tidak sengaja bahwasanya kamu kerja di Informa Ace Hardware TP-6. Malamnya aku akan sapa kamu, tapi sudah keburu kamu blokir, padahal seminggu sebelumnya ak","[USERNAME] Watsap aye kan udeh jelas-jelas eluh blokir, stelah aye papasan elu secare kagak sengaje kalo eluh gawe di Inporma Ace Hardware TP-6. Malemnye aye bakal negor eluh, tapi udeh keburu eluh blokir, padaal seminggu sebelonnye ak"
